track_name,name_of_artists,album_name,album_release_date,number_of_tracks_in_album,track_duration_ms,track_popularity
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,84
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,94
TQM,['Fuerza Regida'],TQM,2023-05-19,1,158965,96
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,84
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,14,180386,96
I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,2,175238,95
El Azul,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,1,187225,95
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","['Bizarrap', 'Rauw Alejandro']","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",2023-06-21,1,191254,92
I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,1,148485,95
Die For You,['The Weeknd'],Starboy,2016-11-24,18,260253,92
Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,21,232857,88
Starboy,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,18,230453,94
Another Love,['Tom Odell'],Long Way Down (Deluxe),2013-06-24,15,244360,94
Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']",Baby Don't Hurt Me,2023-04-06,2,140017,94
Frágil,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,1,160517,94
Still With You,['Jung Kook'],Still With You,2020-06-05,1,239905,82
El Cielo,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,2023-06-02,1,191320,93
cardigan,['Taylor Swift'],folklore,2020-07-24,16,239560,92
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,96
La Bachata,['Manuel Turizo'],2000,2023-03-17,15,162637,88
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,94
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,98
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,89
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,94
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,99
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,91
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,100
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,99
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,99
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,94
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,96
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,95
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,99
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,88
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,86
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,97
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,91
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,98
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,96
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,95
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,91
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,15,221520,96
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,95
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,17,157560,89
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,85
TQM,['Fuerza Regida'],TQM,2023-05-19,1,158965,96
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
Angels Like You,['Miley Cyrus'],Plastic Hearts,2020-11-27,15,196453,95
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,95
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,85
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,2,175238,96
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,14,180386,96
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
El Azul,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,1,187225,95
Die For You,['The Weeknd'],Starboy,2016-11-24,18,260253,92
Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,21,232857,88
I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,1,148485,95
Enchanted,['Taylor Swift'],Speak Now,2010-10-25,14,352186,83
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","['Bizarrap', 'Rauw Alejandro']","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",2023-06-21,1,191254,92
Starboy,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,18,230453,94
Another Love,['Tom Odell'],Long Way Down (Deluxe),2013-06-24,15,244360,94
Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']",Baby Don't Hurt Me,2023-04-06,2,140017,94
Frágil,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,1,160517,94
El Cielo,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,2023-06-02,1,191320,93
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,96
La Bachata,['Manuel Turizo'],2000,2023-03-17,15,162637,88
cardigan,['Taylor Swift'],folklore,2020-07-24,16,239560,93
Mine (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,231706,0
Back To December (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,294189,0
Enchanted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,353253,0
Sparks Fly (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,261230,0
Better Than Revenge (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,220306,0
Speak Now (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,242473,0
Dear John (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,405906,0
I Can See You (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,273186,0
The Story Of Us (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,267653,0
Mean (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,238693,0
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,95
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Fall Out Boy']",Speak Now (Taylor's Version),2023-07-07,22,266466,0
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,90
When Emma Falls in Love (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,252385,0
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,98
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Hayley Williams']",Speak Now (Taylor's Version),2023-07-07,22,306062,0
Haunted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,245413,0
Last Kiss (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,369120,0
Never Grow Up (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,292920,0
Long Live (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,317960,0
Foolish One (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,311765,0
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,100
Innocent (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,301221,0
Timeless (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,321396,0
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,94
Ours (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,235803,0
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,99
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,91
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,61
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,99
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,96
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,94
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,99
Superman (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,274945,0
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,95
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,99
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,97
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,91
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,87
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,89
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,97
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,91
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,95
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,96
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,0
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,95
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,95
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
BABY HELLO,"['Rauw Alejandro', 'Bizarrap']",PLAYA SATURNO,2023-07-07,14,222461,0
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,91
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,96
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,98
I Can See You (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,273186,82
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,94
Back To December (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,294189,83
Enchanted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,353253,83
Mine (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,231706,84
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,100
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,99
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,99
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,91
Sparks Fly (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,261230,83
Better Than Revenge (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,220306,82
Speak Now (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,242473,82
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,94
Dear John (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,405906,82
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,96
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,98
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,99
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,95
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,78
The Story Of Us (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,267653,81
Mean (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,238693,81
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,97
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Hayley Williams']",Speak Now (Taylor's Version),2023-07-07,22,306062,80
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,88
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,97
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,92
When Emma Falls in Love (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,252385,80
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,92
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Fall Out Boy']",Speak Now (Taylor's Version),2023-07-07,22,266466,81
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,76
Haunted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,245413,80
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,90
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,96
El Azul,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,1,187225,95
TQM,['Fuerza Regida'],TQM,2023-05-19,1,158965,96
Long Live (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,317960,79
Foolish One (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,311765,79
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,95
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,87
Last Kiss (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,369120,80
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,95
Timeless (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,321396,79
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,92
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,96
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,99
I Can See You (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,273186,86
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,93
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,100
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,99
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,99
Back To December (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,294189,86
Enchanted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,353253,86
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,91
Mine (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,231706,86
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,96
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,94
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,98
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,95
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,81
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,82
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,92
Sparks Fly (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,261230,85
Speak Now (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,242473,85
Better Than Revenge (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,220306,85
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,89
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,97
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,92
Dear John (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,405906,85
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,97
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,96
El Azul,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,1,187225,95
TQM,['Fuerza Regida'],TQM,2023-05-19,1,158965,95
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,90
The Story Of Us (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,267653,84
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,88
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
Mean (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,238693,84
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Hayley Williams']",Speak Now (Taylor's Version),2023-07-07,22,306062,83
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,95
Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,15,221520,96
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,88
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,17,157560,89
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,95
When Emma Falls in Love (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,252385,83
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),"['Taylor Swift', 'Fall Out Boy']",Speak Now (Taylor's Version),2023-07-07,22,266466,83
Frágil,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,1,160517,94
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,94
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,96
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,99
I Can See You (Taylor’s Version) (From The Vault),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,273186,88
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,93
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,100
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,99
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,96
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,84
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,91
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,99
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,94
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,84
Back To December (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,294189,88
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,92
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,95
Enchanted (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,353253,87
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,98
Mine (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,231706,88
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,97
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,90
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,91
Sparks Fly (Taylor’s Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,261230,87
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,96
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,92
Speak Now (Taylor's Version),['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,22,242473,86
